region,island,deployment_year,recovery_year,depth,lat,lon,unit,sample,count,species,family,genus,taxon_level
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_B,MCE_2058,1,Pilumnus_taeniola,Pilumnidae,Pilumnus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_B,MCE_2067,1,Pilumnus_taeniola,Pilumnidae,Pilumnus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2014,1,Catoptrus_inequalis,Catoptridae,Catoptrus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2013,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2096,1,Daldorfia_dimorpha,Parthenopidae,Daldorfia,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2097,1,Daldorfia_dimorpha,Parthenopidae,Daldorfia,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2019,1,Liomera_medipacifica,Xanthidae,Liomera,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2009,1,Lophozozymus_dodone,Xanthidae,Lophozozymus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2012,1,Medaeus_ornatus,Xanthidae,Medaeus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2017,1,Medaeus_ornatus,Xanthidae,Medaeus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2010,1,Pilumnus_sp2010,Pilumnidae,Pilumnus,
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2015,1,Pilumnus_sp2010,Pilumnidae,Pilumnus,
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2018,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_C,MCE_2011,1,Schizophroida_hilensis,Majidae,Schizophroida,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2075,1,Catoptrus_inequalis,Catoptridae,Catoptrus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2077,1,Catoptrus_inequalis,Catoptridae,Catoptrus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2084,1,Catoptrus_inequalis,Catoptridae,Catoptrus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2085,1,Catoptrus_inequalis,Catoptridae,Catoptrus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2087,1,Catoptrus_inequalis,Catoptridae,Catoptrus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2090,1,Catoptrus_inequalis,Catoptridae,Catoptrus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2092,1,Catoptrus_inequalis,Catoptridae,Catoptrus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2078,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2086,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2089,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2079,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2088,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2094,1,Laleonectes_nipponensis,Portunidae,Laleonectes,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2081,1,Leucosiidae_sp146,Leucosiidae,,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2091,1,Medaeus_ornatus,Xanthidae,Medaeus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2076,1,Paramedaeus_simplex,Xanthidae,Paramedaeus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2082,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2083,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2093,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_D,MCE_2080,1,Pilumnus_taeniola,Pilumnidae,Pilumnus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2026,1,Catoptrus_inequalis,Catoptridae,Catoptrus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2021,1,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2035,1,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2040,1,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2022,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2027,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2037,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2028,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2029,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2030,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2032,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2036,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2038,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2039,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2098,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2033,1,Heteronucia_spinifera,Leucosiidae,Heteronucia,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2025,1,Liocarpilodes_integerrimus,Xanthidae,Liocarpilodes,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2020,1,Liomera_tristis,Xanthidae,Liomera,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2023,1,Liomera_tristis,Xanthidae,Liomera,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2031,1,Liomera_tristis,Xanthidae,Liomera,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2024,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2034,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_E,MCE_2041,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2052,1,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2043,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2045,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2050,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2053,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2047,1,Exopalicus_maculatus,Palicidae,Exopalicus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2099,1,Liomera_bella,Xanthidae,Liomera,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2048,1,Liomera_medipacifica,Xanthidae,Liomera,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2044,1,Lophozozymus_dodone,Xanthidae,Lophozozymus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2049,1,Parapilumnus_sp2049,Acidopsidae,Parapilumnus,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2051,1,Simocarcinus_simplex,Epialtidae,Simocarcinus,species
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2042,1,Thalamita_sp2042,Portunidae,Thalamita,morphospecies
mce,OAH,2010,2012,60,21.26775,-157.848867,2012_MCE_60_F,MCE_2046,1,Pilumnus_taeniola,Pilumnidae,Pilumnus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_A,MCE_3044,1,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_A,MCE_3042,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_A,MCE_3038,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_A,MCE_3039,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_A,MCE_3041,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_A,MCE_3043,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_A,MCE_3088,1,Lophozozymus_dodone,Xanthidae,Lophozozymus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_A,MCE_3045,1,Pilumnus_acutifrons,Pilumnidae,Pilumnus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_A,MCE_3087,1,Thalamita_picta,Portunidae,Thalamita,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3015,1,Achaeus_sp1023,Inachidae,Achaeus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3012,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3001,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3002,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3004,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3006,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3007,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3008,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3003,1,Liomera_bella,Xanthidae,Liomera,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3005,1,Liomera_bella,Xanthidae,Liomera,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3009,1,Pilumnus_acutifrons,Pilumnidae,Pilumnus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3010,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3014,1,Platypodia_semigranosa,Xanthidae,Platypodia,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3011,1,Thalamita_picta,Portunidae,Thalamita,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_B,MCE_3013,1,Thalamita_picta,Portunidae,Thalamita,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3046,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3051,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3053,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3057,1,Cryptodromiopsis_tridens,Dromiidae,Cryptodromiopsis,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3050,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3052,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3054,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3055,1,Hyastenus_sp1050,Epialtidae,Hyastenus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3048,1,Liomera_medipacifica,Xanthidae,Liomera,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3056,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3047,1,Thalamita_picta,Portunidae,Thalamita,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3049,1,Thalamita_picta,Portunidae,Thalamita,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_C,MCE_3089,1,Thalamita_picta,Portunidae,Thalamita,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3020,1,Catoptrus_inequalis,Catoptridae,Catoptrus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3016,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3018,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3025,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3019,1,Exopalicus_maculatus,Palicidae,Exopalicus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3021,1,Exopalicus_maculatus,Palicidae,Exopalicus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3024,1,Hyastenus_sp1050,Epialtidae,Hyastenus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3017,1,Liomera_bella,Xanthidae,Liomera,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3022,1,Liomera_medipacifica,Xanthidae,Liomera,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3023,1,Liomera_medipacifica,Xanthidae,Liomera,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_D,MCE_3026,1,Thalamita_sp2042,Portunidae,Thalamita,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_E,MCE_3030,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_E,MCE_3033,1,Chlorodiella_sp2,Xanthidae,Chlorodiella,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_E,MCE_3028,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_E,MCE_3031,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_E,MCE_3034,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_E,MCE_3036,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_E,MCE_3027,1,Hyastenus_sp1050,Epialtidae,Hyastenus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_E,MCE_3029,1,Hyastenus_sp1050,Epialtidae,Hyastenus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_E,MCE_3035,1,Pilumnus_acutifrons,Pilumnidae,Pilumnus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_E,MCE_3037,1,Thalamita_picta,Portunidae,Thalamita,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3061,1,Dromiidae_sp3061,Dromiidae,,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3064,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3065,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3068,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3069,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3071,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3072,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3059,1,Hyastenus_sp1050,Epialtidae,Hyastenus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3066,1,Hyastenus_sp1050,Epialtidae,Hyastenus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3067,1,Laleonectes_nipponensis,Portunidae,Laleonectes,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3058,1,Pilumnus_acutifrons,Pilumnidae,Pilumnus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3080,1,Pilumnus_acutifrons,Pilumnidae,Pilumnus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3060,1,Pilumnus_oahuensis,Pilumnidae,Pilumnus,species
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3062,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3070,1,Pilumnus_sp2018,Pilumnidae,Pilumnus,morphospecies
mce,OAH,2010,2012,90,21.265817,-157.851617,2012_MCE_90_F,MCE_3063,1,Pseudoliomera_variolosa,Xanthidae,Pseudoliomera,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_A,FFS-333,1,Carupa_tenuipes,Portunidae,Carupa,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_A,FFS-364,4,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_A,FFS-365,2,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_A,FFS-366,1,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_A,FFS-331,1,Liomera_rubra,Xanthidae,Liomera,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_A,FFS_332,1,Paramedaeus_simplex,Xanthidae,Paramedaeus,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_A,FFS-386,2,Percnon_abbreviatum,Percnidae,Percnon,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_A,FFS-349,1,Perinia_tumida,Epialtidae,Perinia,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_A,FFS_342,1,Pilumnus_nuttingi,Pilumnidae,Pilumnus,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_A,FFS_334,3,Pilumnus_oahuensis,Pilumnidae,Pilumnus,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_A,FFS_350,2,Pilumnus_oahuensis,Pilumnidae,Pilumnus,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_B,FFS-285,1,Charybdis_Charybdis_hawaiensis,Portunidae,Charybdis,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_B,FFS-283,7,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_B,FFS_287,1,Cryptodromiopsis_tridens,Dromiidae,Cryptodromiopsis,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_B,FFS-284,1,Daldorfia_dimorpha,Parthenopidae,Daldorfia,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_B,FFS_320,1,Medaeus_elegans,Xanthidae,Medaeus,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_B,FFS-303,5,Percnon_abbreviatum,Percnidae,Percnon,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_B,FFS-296,6,Perinia_tumida,Epialtidae,Perinia,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_B,FFS_286,2,Pilumnus_oahuensis,Pilumnidae,Pilumnus,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_B,FFS-321,2,Pseudoliomera_variolosa,Xanthidae,Pseudoliomera,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_B,FFS-293,1,Schizophrys_aspera,Majidae,Schizophrys,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_B,FFS-292,1,Xanthias_canaliculatus,Xanthidae,Xanthias,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_C,FFS_401,1,Actaeomorpha_erosa,Aethridae,Actaeomorpha,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_C,FFS-413,1,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_C,FFS-415,7,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_C,FFS-416,3,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_C,FFS_403,1,Cryptodromiopsis_tridens,Dromiidae,Cryptodromiopsis,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_C,FFS_396,2,Dynomene_hispida,Dynomenidae,Dynomene,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_C,FFS-398,1,Epiactaea_nodulosa,Xanthidae,Epiactaea,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_C,FFS_411,1,Lupocyclus_quinquedentatus,Portunidae,Lupocyclus,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_C,FFS-394,2,Percnon_abbreviatum,Percnidae,Percnon,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_C,FFS_408,3,Pilumnus_oahuensis,Pilumnidae,Pilumnus,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_C,FFS-412,1,Pseudoliomera_variolosa,Xanthidae,Pseudoliomera,species
northwest,FFS,2010,2013,12,23.63835,166.18005,2013_FFS_12_C,FFS_414,1,Soliella_flava,Xanthidae,Soliella,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_C,FFS-395,1,Tweedieia_laysani,Xanthidae,Tweedieia,species
northwest,FFS,2010,2013,12,23.63835,-166.18005,2013_FFS_12_C,FFS-409,1,Tweedieia_laysani,Xanthidae,Tweedieia,species
northwest,FFS,2010,2013,8,23.8061,-166.230633,2013_FFS_32_A,FFS-771,1,Catoptrus_inaequalis,Portunidae,Catoptrus,species
northwest,FFS,2010,2013,8,23.8061,-166.230633,2013_FFS_32_A,FFS-774,6,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,8,23.8061,-166.230633,2013_FFS_32_A,FFS-775,4,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,8,23.8061,-166.230633,2013_FFS_32_A,FFS-776,2,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,8,23.8061,-166.230633,2013_FFS_32_A,FFS-777,2,Chlorodiella_laevissima,Xanthidae,Chlorodiella,species
northwest,FFS,2010,2013,8,23.8061,-166.230633,2013_FFS_32_A,FFS-772,1,Crossotonotus_spinipes,Crossotonotidae,Crossotonotus,species
